>FINC_HUMAN/1294-2477 [subseq from] FINC_HUMAN
>FINC_HUMAN/1-2386 [subseq from] FINC_HUMAN
>H2R1A9_PANTR/1-1292 [subseq from] H2R1A9_PANTR
>H2R1A9_PANTR/1294-2477 [subseq from] H2R1A9_PANTR
>G3RGB3_GORGO/1-1290 [subseq from] G3RGB3_GORGO
>G3RGB3_GORGO/1287-2477 [subseq from] G3RGB3_GORGO
>G1R6M9_NOMLE/1-1292 [subseq from] G1R6M9_NOMLE
>G1R6M9_NOMLE/1294-2477 [subseq from] G1R6M9_NOMLE
>G7PLD4_MACFA/1-1292 [subseq from] G7PLD4_MACFA
>G7PLD4_MACFA/1294-2477 [subseq from] G7PLD4_MACFA
>F7EJH1_MACMU/1-1290 [subseq from] F7EJH1_MACMU
>F7EJH1_MACMU/1293-2476 [subseq from] F7EJH1_MACMU
>FINC_HUMAN/1-2083 [subseq from] FINC_HUMAN
>FINC_HUMAN/2081-2355 [subseq from] FINC_HUMAN
>FINC_HUMAN/1-1292 [subseq from] FINC_HUMAN
>FINC_HUMAN/1286-2174 [subseq from] FINC_HUMAN
>FINC_HUMAN/2172-2446 [subseq from] FINC_HUMAN
>H2P8I5_PONAB/1-2082 [subseq from] H2P8I5_PONAB
>H2P8I5_PONAB/2080-2354 [subseq from] H2P8I5_PONAB
>F7ISE9_CALJA/1-1292 [subseq from] F7ISE9_CALJA
>F7ISE9_CALJA/1288-2478 [subseq from] F7ISE9_CALJA
>H2P8I4_PONAB/1-1292 [subseq from] H2P8I4_PONAB
>H2P8I4_PONAB/1286-2173 [subseq from] H2P8I4_PONAB
>H2P8I4_PONAB/2170-2445 [subseq from] H2P8I4_PONAB
>G1R6N1_NOMLE/1-1292 [subseq from] G1R6N1_NOMLE
>G1R6N1_NOMLE/1291-2174 [subseq from] G1R6N1_NOMLE
>G1R6N1_NOMLE/2172-2446 [subseq from] G1R6N1_NOMLE
>FINC_HUMAN/1-2386 [subseq from] FINC_HUMAN
>F7HWU2_CALJA/1-2393 [subseq from] F7HWU2_CALJA
>FINC_HUMAN/1-2058 [subseq from] FINC_HUMAN
>FINC_HUMAN/2056-2330 [subseq from] FINC_HUMAN
>FINC_HUMAN/1-1632 [subseq from] FINC_HUMAN
>FINC_HUMAN/1630-2296 [subseq from] FINC_HUMAN
>D2GXF5_AILME/1-1292 [subseq from] D2GXF5_AILME
>D2GXF5_AILME/1294-2476 [subseq from] D2GXF5_AILME
>F7FHV3_MACMU/1-2385 [subseq from] F7FHV3_MACMU
>M3WB06_FELCA/1-1292 [subseq from] M3WB06_FELCA
>M3WB06_FELCA/1294-2475 [subseq from] M3WB06_FELCA
>F7CS60_HORSE/1-1291 [subseq from] F7CS60_HORSE
>F7CS60_HORSE/1293-2476 [subseq from] F7CS60_HORSE
>F7CN11_HORSE/1-2385 [subseq from] F7CN11_HORSE
>F1SS24_PIG/1-1292 [subseq from] F1SS24_PIG
>F1SS24_PIG/1295-2478 [subseq from] F1SS24_PIG
>F7FHV9_MACMU/1-2057 [subseq from] F7FHV9_MACMU
>F7FHV9_MACMU/2055-2329 [subseq from] F7FHV9_MACMU
>W5QDG8_SHEEP/1-1291 [subseq from] W5QDG8_SHEEP
>W5QDG8_SHEEP/1288-2478 [subseq from] W5QDG8_SHEEP
>G5E5A9_BOVIN/1-1291 [subseq from] G5E5A9_BOVIN
>G5E5A9_BOVIN/1288-2478 [subseq from] G5E5A9_BOVIN
>G3TG79_LOXAF/1-1292 [subseq from] G3TG79_LOXAF
>G3TG79_LOXAF/1288-2478 [subseq from] G3TG79_LOXAF
>FINC_BOVIN/1-1291 [subseq from] FINC_BOVIN
>FINC_BOVIN/1288-2478 [subseq from] FINC_BOVIN
>B8Y9S9_BOVIN/1-2387 [subseq from] B8Y9S9_BOVIN
>W5QDG7_SHEEP/1-1291 [subseq from] W5QDG7_SHEEP
>W5QDG7_SHEEP/1288-2478 [subseq from] W5QDG7_SHEEP
>F7FHU4_MACMU/1-1631 [subseq from] F7FHU4_MACMU
>F7FHU4_MACMU/1629-2295 [subseq from] F7FHU4_MACMU
>F1P6H7_CANLF/1-1241 [subseq from] F1P6H7_CANLF
>F1P6H7_CANLF/1235-2426 [subseq from] F1P6H7_CANLF
>L5L1C4_PTEAL/1-1292 [subseq from] L5L1C4_PTEAL
>L5L1C4_PTEAL/1294-2477 [subseq from] L5L1C4_PTEAL
>G5BHR4_HETGA/1-1291 [subseq from] G5BHR4_HETGA
>G5BHR4_HETGA/1287-2477 [subseq from] G5BHR4_HETGA
>H0VMA2_CAVPO/1-1292 [subseq from] H0VMA2_CAVPO
>H0VMA2_CAVPO/1288-2478 [subseq from] H0VMA2_CAVPO
>FINC_HUMAN/1-1632 [subseq from] FINC_HUMAN
>FINC_HUMAN/1630-1993 [subseq from] FINC_HUMAN
>FINC_HUMAN/1991-2265 [subseq from] FINC_HUMAN
>A0A096P6L8_RAT/1-1290 [subseq from] A0A096P6L8_RAT
>A0A096P6L8_RAT/1286-2477 [subseq from] A0A096P6L8_RAT
>G1U9R6_RABIT/1-1241 [subseq from] G1U9R6_RABIT
>G1U9R6_RABIT/1235-2427 [subseq from] G1U9R6_RABIT
>FINC_MOUSE/1-1290 [subseq from] FINC_MOUSE
>FINC_MOUSE/1286-2477 [subseq from] FINC_MOUSE
>F7HNH0_CALJA/1-1291 [subseq from] F7HNH0_CALJA
>F7HNH0_CALJA/1292-2150 [subseq from] F7HNH0_CALJA
>F7HNH0_CALJA/2148-2422 [subseq from] F7HNH0_CALJA
>FINC_RAT/1-1290 [subseq from] FINC_RAT
>FINC_RAT/1286-2477 [subseq from] FINC_RAT
>A0A087WR50_MOUSE/1-2386 [subseq from] A0A087WR50_MOUSE
>G3I1V3_CRIGR/1-1301 [subseq from] G3I1V3_CRIGR
>G3I1V3_CRIGR/1303-2486 [subseq from] G3I1V3_CRIGR
>F6Y9W4_CALJA/1-1633 [subseq from] F6Y9W4_CALJA
>F6Y9W4_CALJA/1631-2297 [subseq from] F6Y9W4_CALJA
>A0A096NCS4_PAPAN/1-1290 [subseq from] A0A096NCS4_PAPAN
>A0A096NCS4_PAPAN/1294-1723 [subseq from] A0A096NCS4_PAPAN
>A0A096NCS4_PAPAN/1721-2084 [subseq from] A0A096NCS4_PAPAN
>A0A096NCS4_PAPAN/2082-2356 [subseq from] A0A096NCS4_PAPAN
>A0A0D9R9X4_CHLSB/1-1632 [subseq from] A0A0D9R9X4_CHLSB
>A0A0D9R9X4_CHLSB/1630-1993 [subseq from] A0A0D9R9X4_CHLSB
>A0A0D9R9X4_CHLSB/1991-2265 [subseq from] A0A0D9R9X4_CHLSB
>G1NWI0_MYOLU/1-1288 [subseq from] G1NWI0_MYOLU
>G1NWI0_MYOLU/1288-2474 [subseq from] G1NWI0_MYOLU
>A0A091CKR8_FUKDA/1-1290 [subseq from] A0A091CKR8_FUKDA
>A0A091CKR8_FUKDA/1294-2452 [subseq from] A0A091CKR8_FUKDA
>F7FHW4_MACMU/91-1721 [subseq from] F7FHW4_MACMU
>F7FHW4_MACMU/1719-2082 [subseq from] F7FHW4_MACMU
>F7FHW4_MACMU/2080-2354 [subseq from] F7FHW4_MACMU
>FINC_HUMAN/1-1632 [subseq from] FINC_HUMAN
>FINC_HUMAN/1630-1968 [subseq from] FINC_HUMAN
>FINC_HUMAN/1966-2240 [subseq from] FINC_HUMAN
>Q3UHL6_MOUSE/1-2361 [subseq from] Q3UHL6_MOUSE
>M3Y8E0_MUSPF/1-1291 [subseq from] M3Y8E0_MUSPF
>M3Y8E0_MUSPF/1286-1723 [subseq from] M3Y8E0_MUSPF
>M3Y8E0_MUSPF/1721-2387 [subseq from] M3Y8E0_MUSPF
>FINC_HUMAN/1-1991 [subseq from] FINC_HUMAN
>FINC_HUMAN/1990-2073 [subseq from] FINC_HUMAN
>FINC_HUMAN/2073-2211 [subseq from] FINC_HUMAN
>FINC_RAT/1-1290 [subseq from] FINC_RAT
>FINC_RAT/1286-2452 [subseq from] FINC_RAT
>FINC_HUMAN/1-1991 [subseq from] FINC_HUMAN
>FINC_HUMAN/1991-2184 [subseq from] FINC_HUMAN
>F7CN05_HORSE/1-1631 [subseq from] F7CN05_HORSE
>F7CN05_HORSE/1629-2295 [subseq from] F7CN05_HORSE
>F7HWS5_CALJA/85-1717 [subseq from] F7HWS5_CALJA
>F7HWS5_CALJA/1715-2078 [subseq from] F7HWS5_CALJA
>F7HWS5_CALJA/2076-2350 [subseq from] F7HWS5_CALJA
>FINC_HUMAN/1-1292 [subseq from] FINC_HUMAN
>FINC_HUMAN/1286-1723 [subseq from] FINC_HUMAN
>FINC_HUMAN/1721-1992 [subseq from] FINC_HUMAN
>FINC_HUMAN/1992-2267 [subseq from] FINC_HUMAN
>FINC_HUMAN/1-1632 [subseq from] FINC_HUMAN
>FINC_HUMAN/1630-1902 [subseq from] FINC_HUMAN
>FINC_HUMAN/1901-2176 [subseq from] FINC_HUMAN
